Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
0.25,0.073,2,1,1,0.07,0.073,2,1,0.01,2,2,1,2,0.2,0,1,2,1,Low
0.21,0.074,2,1,1,0.08,0.07,2,1,0.01,2,2,1,1,0.3,0,2,0,1,Low
0.21,0.076,2,1,1,0.05,0.078,0,0,0.0,1,0,1,1,0.3,0,1,2,1,Low
0.11,0.076,2,2,1,0.07,0.071,2,0,0.01,2,1,1,1,0.2,0,0,2,1,Low
0.16,0.078,0,1,1,0.08,0.057,0,1,0.01,2,2,1,0,0.3,0,0,2,1,Low
0.21,0.086,2,1,0,0.06,0.056,2,1,0.01,1,0,0,0,0.2,0,0,2,0,Low
0.09,0.086,0,2,0,0.08,0.065,0,1,0.0,2,2,1,2,0.3,0,0,2,0,Low
0.14,0.067,0,2,1,0.05,0.086,2,0,0.0,0,2,1,2,0.4,0,0,1,0,Low
0.17,0.081,1,2,1,0.08,0.078,1,1,0.01,1,0,0,2,0.4,0,0,1,1,Low
0.18,0.062,0,2,1,0.07,0.076,2,1,0.02,2,2,0,0,0.3,1,0,2,0,Low
0.17,0.071,2,2,1,0.06,0.058,2,1,0.03,2,2,0,2,0.3,1,1,2,1,Low
0.22,0.065,2,2,1,0.07,0.095,1,1,0.03,1,2,1,2,0.2,0,1,1,0,Low
0.18,0.081,2,2,0,0.08,0.065,1,1,0.02,1,2,1,1,0.4,0,2,2,1,Low
0.21,0.077,1,2,1,0.07,0.065,2,1,0.02,1,0,1,0,0.2,0,1,1,0,Low
0.18,0.073,1,2,1,0.08,0.088,1,1,0.03,1,2,1,2,0.4,0,0,1,1,Low
0.08,0.072,1,2,1,0.05,0.072,2,1,0.03,0,1,0,2,0.4,0,1,2,0,Low
0.07,0.086,2,1,0,0.09,0.088,2,1,0.02,1,2,1,0,0.2,0,0,2,0,Low
0.11,0.087,1,2,0,0.08,0.057,0,1,0.0,1,2,1,0,0.2,0,1,1,1,Low
0.19,0.082,1,1,0,0.06,0.074,2,1,0.01,2,0,1,1,0.2,0,1,1,1,Low
0.13,0.074,0,0,1,0.07,0.061,2,1,0.02,1,2,1,2,0.3,0,1,1,1,Low
0.21,0.065,2,1,1,0.05,0.098,0,0,0.02,1,2,0,2,0.4,0,2,2,1,Low
0.23,0.076,2,0,1,0.06,0.085,1,1,0.02,1,2,1,2,0.3,1,1,0,1,Low
0.18,0.081,2,1,1,0.07,0.07,0,1,0.0,1,2,0,1,0.2,0,0,2,1,Low
0.21,0.065,2,0,1,0.08,0.067,1,0,0.01,1,2,1,2,0.4,0,1,2,0,Low
0.13,0.071,2,2,0,0.07,0.098,2,1,0.0,2,2,1,2,0.3,0,0,2,1,Low
0.15,0.077,2,2,1,0.08,0.085,0,1,0.01,1,2,1,2,0.2,0,2,1,1,Low
0.23,0.062,2,1,1,0.05,0.087,2,1,0.01,2,2,1,0,0.4,0,1,2,0,Low
0.21,0.075,1,2,1,0.05,0.091,2,1,0.02,1,1,1,1,0.3,0,1,2,1,Low
0.24,0.071,1,2,0,0.08,0.052,2,0,0.02,2,2,1,0,0.3,0,0,2,0,Low
0.27,0.063,2,0,0,0.06,0.098,1,1,0.0,2,2,0,0,0.3,0,1,2,0,Low
0.11,0.085,2,1,1,0.04,0.092,1,1,0.0,2,0,1,1,0.1,0,0,2,1,Low
0.04,0.091,2,2,0,0.04,0.086,1,1,0.03,1,2,0,1,0.4,1,0,1,1,Low
0.17,0.082,2,1,0,0.06,0.088,1,1,0.02,1,1,0,1,0.3,0,2,2,1,Low
0.18,0.065,2,0,1,0.08,0.063,2,1,0.01,2,2,1,2,0.3,0,1,0,1,Low
0.2,0.084,1,2,0,0.05,0.096,1,1,0.01,1,2,1,0,0.2,0,1,2,1,Low
0.15,0.08,2,2,1,0.07,0.057,1,1,0.01,1,2,0,0,0.4,0,1,2,1,Low
0.3,0.061,1,0,1,0.08,0.09,2,1,0.02,1,0,1,0,0.2,0,1,1,0,Low
0.22,0.064,1,2,1,0.08,0.091,1,1,0.0,1,2,1,1,0.4,0,0,1,0,Low
0.29,0.074,2,1,0,0.05,0.064,2,1,0.02,2,2,1,1,0.1,0,0,1,1,Low
0.26,0.076,2,2,0,0.05,0.064,1,1,0.0,2,2,1,2,0.5,0,0,0,0,Low
0.12,0.079,1,2,1,0.09,0.069,2,1,0.02,1,0,1,1,0.3,0,2,2,1,Low
0.18,0.074,0,2,1,0.06,0.069,2,1,0.0,1,2,1,2,0.4,0,1,1,1,Low
0.12,0.081,1,2,1,0.05,0.068,0,1,0.0,1,0,0,0,0.2,0,1,2,1,Low
0.17,0.086,2,2,0,0.07,0.061,2,0,0.02,0,2,1,2,0.3,0,1,1,1,Low
0.12,0.074,1,2,0,0.08,0.054,2,1,0.02,2,2,0,2,0.5,0,2,1,0,Low
0.21,0.063,0,2,0,0.07,0.1,2,1,0.01,0,2,0,1,0.2,0,2,1,0,Low
0.17,0.061,1,2,1,0.06,0.082,0,1,0.0,2,0,1,1,0.4,0,2,2,1,Low
0.19,0.06,2,2,0,0.08,0.073,0,1,0.03,2,1,0,1,0.3,0,1,2,1,Low
0.09,0.07,2,2,0,0.09,0.078,1,1,0.01,2,1,1,1,0.2,0,1,2,0,Low
0.25,0.07,2,2,0,0.07,0.051,2,1,0.01,0,2,1,0,0.4,0,0,2,0,Low
0.26,0.072,2,1,0,0.07,0.072,1,1,0.02,2,1,1,1,0.4,0,1,2,0,Low
0.19,0.06,0,0,1,0.06,0.06,0,1,0.01,1,2,1,2,0.2,0,0,2,1,Low
0.21,0.081,1,2,1,0.08,0.061,0,1,0.03,2,1,1,0,0.5,0,1,1,0,Low
0.14,0.074,0,2,0,0.08,0.1,2,1,0.01,1,2,1,1,0.3,0,0,2,1,Low
0.21,0.066,0,2,0,0.07,0.061,2,1,0.02,0,0,1,1,0.2,0,0,2,1,Low
0.14,0.062,0,0,1,0.08,0.065,1,1,0.03,1,2,1,0,0.2,0,1,0,1,Low
0.23,0.062,0,1,0,0.04,0.094,2,1,0.0,2,1,0,2,0.3,0,2,0,0,Low
0.25,0.069,0,1,1,0.07,0.052,0,1,0.01,1,2,1,2,0.4,0,1,1,1,Low
0.13,0.07,2,2,0,0.08,0.056,2,1,0.02,2,0,1,1,0.0,0,1,2,1,Low
0.21,0.078,2,1,0,0.08,0.083,2,1,0.02,2,2,1,2,0.4,1,1,0,1,Low
0.16,0.067,0,0,0,0.09,0.099,2,1,0.02,2,2,1,1,0.2,1,1,1,1,Low
0.19,0.066,0,0,1,0.08,0.059,2,1,0.01,2,1,1,2,0.2,0,2,1,0,Low
0.16,0.066,2,1,0,0.09,0.084,0,1,0.03,1,1,1,2,0.4,0,1,2,0,Low
0.26,0.073,1,0,0,0.07,0.072,2,1,0.01,1,1,0,1,0.3,0,0,0,1,Low
0.12,0.067,0,2,0,0.07,0.058,2,1,0.0,0,2,1,1,0.2,1,1,0,1,Low
0.22,0.067,1,0,1,0.08,0.053,2,1,0.0,2,0,1,0,0.3,0,1,0,1,Low
0.17,0.073,1,2,1,0.05,0.085,0,1,0.03,2,2,1,2,0.1,0,0,2,0,Low
0.23,0.067,1,2,0,0.06,0.088,2,1,0.02,2,2,0,1,0.4,0,1,2,1,Low
0.22,0.064,2,2,1,0.07,0.062,2,1,0.03,1,2,0,1,0.4,0,2,1,0,Low
0.15,0.067,2,0,1,0.04,0.094,0,1,0.01,2,2,0,2,0.5,0,1,0,1,Low
0.1,0.088,1,2,0,0.09,0.06,2,1,0.01,1,2,1,2,0.3,0,1,1,0,Low
0.2,0.072,2,2,0,0.08,0.09,0,0,0.02,1,1,0,1,0.2,0,0,2,0,Low
0.26,0.071,1,2,1,0.05,0.077,1,1,0.0,2,2,1,1,0.5,0,2,2,1,Low
0.2,0.077,0,2,0,0.08,0.055,1,1,0.01,2,2,1,0,0.3,0,0,0,0,Low
0.17,0.062,0,1,0,0.06,0.099,2,1,0.02,2,2,0,0,0.3,0,1,0,0,Low
0.17,0.063,2,2,1,0.1,0.093,2,1,0.0,1,2,1,2,0.2,1,2,2,0,Low
0.19,0.069,2,2,1,0.07,0.061,0,1,0.03,0,0,1,1,0.4,0,1,1,1,Low
0.11,0.083,2,1,1,0.06,0.055,1,1,0.0,1,2,1,2,0.4,1,2,2,0,Low
0.19,0.081,2,2,1,0.09,0.085,2,1,0.01,1,2,1,1,0.1,0,1,1,1,Low
0.18,0.067,0,1,0,0.04,0.073,1,1,0.0,2,2,0,1,0.2,0,2,1,1,Low
0.12,0.082,1,2,0,0.05,0.098,2,1,0.0,1,0,1,1,0.1,0,1,1,1,Low
0.21,0.067,2,2,1,0.09,0.077,2,1,0.03,0,1,1,1,0.3,0,0,1,0,Low
0.18,0.071,0,1,1,0.04,0.092,2,1,0.01,1,2,1,0,0.4,1,0,2,0,Low
0.16,0.073,0,2,1,0.08,0.052,2,1,0.02,2,0,1,2,0.4,0,0,2,0,Low
0.23,0.069,2,0,1,0.07,0.062,2,1,0.01,2,2,1,1,0.4,1,1,0,1,Low
0.23,0.063,0,2,0,0.07,0.076,2,1,0.02,2,0,1,2,0.1,0,1,0,1,Low
0.2,0.062,2,2,1,0.09,0.095,1,1,0.0,2,2,0,1,0.3,1,1,2,1,Low
0.14,0.068,0,2,0,0.06,0.065,2,1,0.01,0,2,1,1,0.3,1,0,2,1,Low
0.2,0.071,1,0,1,0.07,0.062,0,1,0.02,2,2,1,0,0.5,0,0,2,1,Low
0.18,0.071,2,2,1,0.07,0.072,1,1,0.0,1,2,1,1,0.4,0,1,2,0,Low
0.16,0.074,1,2,1,0.09,0.086,1,1,0.01,1,2,0,1,0.2,0,1,2,0,Low
0.22,0.067,1,2,0,0.08,0.052,2,1,0.01,2,1,1,0,0.2,1,0,1,0,Low
0.22,0.075,2,2,0,0.07,0.088,1,1,0.0,1,2,0,1,0.3,0,2,0,1,Low
0.25,0.062,0,2,0,0.05,0.071,2,1,0.0,1,0,0,2,0.4,0,1,1,1,Low
0.18,0.077,0,2,1,0.09,0.057,1,1,0.01,1,0,1,0,0.2,0,2,2,1,Low
0.2,0.076,2,2,0,0.06,0.094,1,1,0.02,1,0,1,1,0.3,1,1,1,1,Low
0.25,0.068,1,2,1,0.08,0.053,1,1,0.02,2,2,1,1,0.3,0,0,1,0,Low
0.27,0.061,2,2,1,0.09,0.07,2,1,0.0,2,2,1,1,0.2,0,1,2,1,Low
0.24,0.075,2,1,0,0.08,0.085,2,1,0.01,1,2,1,2,0.2,1,2,2,1,Low
0.16,0.072,2,2,1,0.06,0.066,1,1,0.0,1,2,0,2,0.4,0,0,2,1,Low
0.2,0.083,1,0,1,0.1,0.058,2,1,0.0,1,0,1,1,0.1,0,1,2,0,Low
0.22,0.069,2,2,1,0.06,0.091,1,1,0.0,0,0,0,1,0.1,1,1,1,1,Low
0.18,0.077,0,2,1,0.04,0.08,2,1,0.01,2,1,0,0,0.2,0,0,2,1,Low
0.16,0.067,2,2,1,0.05,0.053,1,1,0.02,2,2,0,2,0.3,0,1,1,1,Low
0.16,0.076,2,2,0,0.07,0.09,2,1,0.0,1,2,1,1,0.3,0,2,1,1,Low
0.14,0.065,1,2,1,0.07,0.081,2,1,0.01,1,2,1,2,0.3,0,1,1,0,Low
0.23,0.063,2,2,0,0.07,0.073,1,1,0.01,1,2,1,1,0.3,0,0,1,1,Low
0.19,0.085,0,2,0,0.04,0.071,1,1,0.01,2,0,1,0,0.3,0,1,0,0,Low
0.2,0.066,0,1,0,0.09,0.072,1,1,0.01,2,0,1,2,0.1,0,0,2,0,Low
0.15,0.075,0,2,0,0.08,0.085,2,1,0.01,1,0,1,1,0.3,0,1,2,1,Low
0.17,0.071,1,2,1,0.06,0.062,2,1,0.02,1,2,1,1,0.3,1,0,2,1,Low
0.25,0.062,2,2,0,0.1,0.084,1,1,0.02,1,2,1,2,0.3,0,0,2,0,Low
0.16,0.067,2,0,1,0.09,0.094,0,1,0.01,2,2,0,1,0.2,0,2,2,0,Low
0.12,0.065,2,1,1,0.06,0.086,2,1,0.01,2,2,1,2,0.3,0,2,2,0,Low
0.25,0.069,2,2,1,0.07,0.088,0,1,0.0,1,2,1,0,0.4,0,0,2,0,Low
0.09,0.078,0,2,0,0.09,0.057,1,1,0.01,1,0,1,2,0.5,0,1,1,0,Low
0.17,0.073,2,0,1,0.06,0.062,1,1,0.02,1,2,0,0,0.3,0,0,0,1,Low
0.17,0.08,0,1,1,0.08,0.059,2,1,0.0,0,0,1,0,0.4,0,0,2,0,Low
0.21,0.076,1,2,1,0.09,0.096,2,1,0.01,1,1,1,0,0.5,0,1,2,1,Low
0.2,0.083,2,1,0,0.06,0.051,1,1,0.02,2,2,1,1,0.4,0,1,1,0,Low
0.2,0.067,2,0,0,0.1,0.053,0,1,0.01,1,2,0,2,0.2,0,2,2,1,Low
0.06,0.085,0,2,1,0.09,0.07,0,1,0.0,1,2,1,2,0.3,1,2,2,0,Low
0.13,0.071,1,1,0,0.09,0.073,1,1,0.01,0,0,0,1,0.3,0,1,1,1,Low
0.18,0.063,2,2,1,0.07,0.066,1,1,0.02,2,2,0,0,0.2,0,0,2,0,Low
0.15,0.068,1,2,0,0.06,0.072,1,1,0.03,0,1,1,1,0.3,0,1,2,0,Low
0.15,0.078,2,2,1,0.07,0.081,2,1,0.0,2,1,1,1,0.2,0,1,2,1,Low
0.23,0.061,2,0,1,0.08,0.085,2,1,0.01,2,0,0,2,0.0,0,1,2,1,Low
0.18,0.063,0,0,0,0.08,0.062,2,1,0.02,0,2,1,2,0.4,0,1,2,0,Low
0.13,0.073,2,1,0,0.09,0.059,2,1,0.0,2,0,1,1,0.4,0,2,2,1,Low
0.17,0.079,2,2,0,0.07,0.067,1,1,0.01,1,2,0,2,0.3,0,1,2,0,Low
0.18,0.079,2,2,0,0.07,0.081,2,0,0.01,2,0,0,2,0.4,0,0,1,0,Low
0.28,0.062,2,2,0,0.09,0.064,0,1,0.01,1,2,0,0,0.2,0,2,2,1,Low
0.11,0.075,1,0,0,0.08,0.064,2,1,0.03,1,2,1,1,0.3,1,0,1,0,Low
0.19,0.078,2,2,0,0.07,0.055,1,1,0.0,2,2,1,2,0.3,0,0,2,1,Low
0.13,0.095,2,2,1,0.07,0.069,2,1,0.01,1,1,1,2,0.2,1,2,1,0,Low
0.22,0.067,0,0,1,0.1,0.055,2,1,0.01,1,2,1,2,0.2,0,1,1,1,Low
0.26,0.067,1,2,0,0.08,0.057,2,1,0.0,2,2,1,0,0.4,0,0,0,0,Low
0.12,0.082,0,2,1,0.1,0.077,0,1,0.0,2,2,1,1,0.4,0,0,0,0,Low
0.15,0.071,2,0,0,0.08,0.05,1,1,0.01,2,2,1,1,0.2,1,2,2,0,Low
0.22,0.071,2,2,0,0.07,0.065,1,1,0.01,1,2,1,1,0.3,0,0,2,1,Low
0.16,0.071,0,2,1,0.05,0.073,2,1,0.01,2,2,1,1,0.0,1,1,2,1,Low
0.16,0.06,2,0,0,0.07,0.07,1,1,0.03,0,0,0,0,0.4,0,1,2,0,Low
0.21,0.082,1,1,1,0.06,0.054,0,1,0.03,1,2,1,0,0.2,0,0,1,1,Low
0.17,0.069,0,2,1,0.09,0.083,2,1,0.02,2,0,0,2,0.4,1,0,1,0,Low
0.09,0.084,0,1,0,0.07,0.092,0,1,0.01,1,0,1,0,0.4,0,2,2,1,Low
0.23,0.083,1,1,0,0.08,0.085,2,1,0.02,1,2,0,1,0.2,1,1,2,1,Low
0.24,0.061,1,2,0,0.05,0.094,2,1,0.03,2,0,0,1,0.2,1,0,1,0,Low
0.18,0.067,0,0,1,0.07,0.068,2,1,0.0,2,2,1,2,0.4,0,1,2,1,Low
0.18,0.072,0,0,1,0.07,0.08,0,1,0.01,0,0,1,0,0.2,1,1,1,0,Low
0.2,0.061,2,0,0,0.09,0.081,2,1,0.0,0,0,1,1,0.2,1,1,2,1,Low
0.16,0.075,0,1,1,0.05,0.083,2,1,0.01,2,0,0,0,0.3,0,0,1,0,Low
0.19,0.061,2,2,0,0.07,0.051,1,1,0.01,1,0,1,1,0.1,0,1,2,0,Low
0.2,0.08,2,1,0,0.09,0.065,0,1,0.01,2,2,0,2,0.3,0,0,0,1,Low
0.11,0.078,0,0,0,0.08,0.063,1,1,0.01,1,2,1,1,0.3,0,1,2,0,Low
0.15,0.065,2,1,1,0.08,0.051,2,1,0.01,0,2,1,2,0.3,0,1,1,0,Low
0.11,0.082,0,2,0,0.08,0.063,0,1,0.01,2,2,1,1,0.5,0,1,2,1,Low
0.04,0.069,2,0,1,0.06,0.099,2,1,0.0,2,0,1,1,0.2,0,1,1,1,Low
0.1,0.092,1,0,1,0.06,0.051,1,1,0.01,2,2,0,1,0.3,0,1,2,0,Low
0.2,0.068,2,0,1,0.06,0.096,2,1,0.0,1,0,1,1,0.3,0,1,2,0,Low
0.08,0.078,0,2,1,0.07,0.084,2,1,0.0,2,2,1,2,0.2,0,0,2,1,Low
0.08,0.084,2,1,1,0.09,0.056,1,1,0.01,1,2,1,2,0.2,0,1,1,1,Low
0.26,0.064,2,0,0,0.06,0.091,2,1,0.01,1,2,0,1,0.4,0,1,1,1,Low
0.24,0.068,1,2,1,0.08,0.08,2,0,0.01,1,1,1,2,0.4,0,2,1,1,Low
0.11,0.074,0,2,0,0.08,0.068,1,1,0.0,2,2,1,2,0.3,0,1,1,1,Low
0.17,0.062,2,2,0,0.07,0.066,0,1,0.02,0,2,1,1,0.4,0,1,1,1,Low
0.1,0.071,2,0,1,0.06,0.086,2,1,0.01,2,1,1,0,0.2,1,2,2,1,Low
0.15,0.074,2,1,0,0.07,0.06,1,1,0.02,2,2,1,2,0.3,0,1,0,0,Low
0.05,0.089,2,2,1,0.04,0.076,0,1,0.02,2,2,1,1,0.3,0,0,2,1,Low
0.15,0.065,2,2,0,0.08,0.053,2,1,0.02,1,2,1,0,0.3,0,0,2,1,Low
0.15,0.084,2,2,0,0.04,0.092,1,1,0.02,2,2,1,0,0.3,0,1,1,0,Low
0.16,0.07,1,2,1,0.06,0.079,0,1,0.0,0,0,1,0,0.3,0,0,2,0,Low
0.23,0.065,2,2,0,0.07,0.094,2,1,0.01,0,2,1,0,0.3,0,0,2,0,Low
0.19,0.096,1,1,1,0.05,0.07,0,1,0.0,1,2,1,2,0.2,0,1,0,1,Low
0.07,0.093,0,0,1,0.09,0.052,0,1,0.01,2,1,0,0,0.3,0,1,1,0,Low
0.2,0.09,1,2,0,0.05,0.056,2,0,0.03,2,2,1,2,0.2,0,1,1,1,Low
0.16,0.063,2,2,1,0.08,0.082,2,1,0.0,0,2,1,1,0.3,0,1,2,1,Low
0.13,0.07,2,2,0,0.07,0.087,2,1,0.01,1,1,1,1,0.5,0,1,2,1,Low
0.15,0.077,2,0,1,0.07,0.078,2,1,0.0,1,0,1,1,0.3,0,1,1,1,Low
0.16,0.08,2,2,0,0.09,0.073,2,1,0.02,2,2,0,0,0.4,0,0,2,1,Low
0.17,0.072,0,0,1,0.07,0.061,1,1,0.01,2,2,1,0,0.4,0,1,2,0,Low
0.22,0.065,0,1,0,0.08,0.082,2,1,0.02,2,0,1,2,0.1,0,2,2,0,Low
0.16,0.083,1,2,0,0.05,0.063,1,1,0.02,0,2,0,2,0.3,1,1,1,0,Low
0.15,0.091,1,0,1,0.04,0.05,0,1,0.01,2,2,1,1,0.3,0,1,1,0,Low
0.1,0.067,2,2,1,0.06,0.065,2,1,0.01,2,0,1,0,0.4,0,1,2,0,Low
0.15,0.064,0,2,0,0.09,0.065,2,1,0.02,2,2,1,1,0.2,0,1,2,1,Low
0.23,0.078,0,1,0,0.09,0.065,0,1,0.01,1,0,1,1,0.2,1,0,0,0,Low
0.19,0.09,2,2,0,0.08,0.068,1,1,0.0,0,2,1,0,0.4,0,1,1,1,Low
0.1,0.082,0,2,0,0.07,0.082,1,1,0.02,1,0,0,1,0.4,0,1,2,1,Low
0.24,0.063,2,2,0,0.08,0.099,1,1,0.02,1,0,1,1,0.1,0,2,2,0,Low
0.25,0.073,2,0,0,0.08,0.053,0,0,0.0,1,0,0,0,0.5,0,2,2,0,Low
0.19,0.092,1,2,0,0.07,0.055,2,1,0.01,2,2,1,1,0.5,0,1,0,1,Low
0.15,0.074,0,2,1,0.08,0.076,2,1,0.01,2,1,1,1,0.4,0,1,0,1,Low
0.2,0.078,2,2,0,0.05,0.073,1,1,0.01,1,2,1,0,0.3,0,0,2,0,Low
0.17,0.061,0,2,1,0.09,0.069,0,1,0.01,2,0,1,2,0.3,0,1,0,1,Low
0.21,0.077,2,1,1,0.05,0.094,1,1,0.01,2,0,1,0,0.3,0,1,0,1,Low
0.21,0.077,2,1,1,0.07,0.058,2,1,0.0,1,0,1,0,0.3,0,0,2,1,Low
0.12,0.099,2,0,1,0.1,0.06,2,1,0.0,1,1,1,0,0.1,0,1,1,1,Low
0.12,0.076,2,1,1,0.04,0.051,2,1,0.0,1,2,0,1,0.1,0,1,2,0,Low
0.13,0.077,0,0,0,0.07,0.058,2,1,0.02,1,2,1,2,0.3,0,1,2,1,Low
0.14,0.077,2,2,0,0.08,0.055,0,1,0.02,0,0,0,1,0.4,0,1,2,1,Low
0.19,0.07,2,2,0,0.05,0.089,2,1,0.01,1,0,0,1,0.2,0,1,2,1,Low
0.21,0.066,2,2,1,0.06,0.074,2,1,0.02,2,0,0,1,0.4,0,1,2,0,Low
0.16,0.066,1,2,1,0.08,0.087,0,1,0.03,2,2,1,2,0.2,0,1,1,0,Low
0.14,0.094,1,1,1,0.07,0.085,1,1,0.01,0,2,1,1,0.3,0,1,1,0,Low
0.13,0.062,2,2,1,0.08,0.056,1,1,0.01,1,0,1,2,0.4,1,1,2,0,Low
0.16,0.064,0,1,1,0.05,0.065,2,1,0.03,2,0,0,2,0.4,0,2,1,0,Low
0.08,0.073,1,2,1,0.06,0.065,0,1,0.01,1,2,1,1,0.4,0,0,1,1,Low
0.12,0.075,2,2,1,0.08,0.075,0,1,0.01,1,2,0,0,0.2,0,0,2,0,Low
0.21,0.063,1,0,1,0.08,0.095,2,1,0.02,0,2,1,1,0.5,0,1,2,1,Low
0.22,0.067,1,2,0,0.07,0.086,1,1,0.01,1,2,1,2,0.3,0,1,1,0,Low
0.23,0.069,2,1,1,0.08,0.066,1,0,0.01,2,2,1,2,0.3,0,0,0,1,Low
0.17,0.077,1,2,0,0.09,0.067,1,1,0.0,1,0,1,1,0.5,1,1,2,0,Low
0.2,0.071,0,2,0,0.08,0.077,2,1,0.0,0,2,0,1,0.4,0,1,1,1,Low
0.22,0.065,1,2,0,0.07,0.082,2,1,0.02,2,0,1,2,0.4,1,0,2,1,Low
0.18,0.069,1,1,1,0.1,0.089,1,1,0.02,1,0,1,1,0.1,1,1,1,1,Low
0.21,0.062,2,1,1,0.07,0.051,1,1,0.0,1,2,0,2,0.4,0,1,2,0,Low
0.25,0.077,2,1,0,0.04,0.064,1,1,0.03,1,2,1,1,0.4,1,0,2,0,Low
0.26,0.069,0,2,0,0.09,0.055,1,1,0.01,1,2,1,1,0.3,0,0,2,1,Low
0.22,0.076,2,1,0,0.09,0.087,1,1,0.02,1,0,1,1,0.3,1,0,2,0,Low
0.17,0.072,1,2,1,0.05,0.066,2,1,0.02,0,0,1,0,0.3,0,0,2,1,Low
0.13,0.069,2,2,1,0.07,0.072,1,1,0.02,0,2,1,2,0.2,0,1,1,0,Low
0.22,0.072,2,2,0,0.05,0.078,0,1,0.01,1,0,1,2,0.3,0,1,2,0,Low
0.13,0.071,2,2,1,0.1,0.099,2,1,0.0,1,2,1,1,0.3,0,2,2,1,Low
0.17,0.062,2,2,1,0.07,0.078,2,1,0.0,2,0,1,0,0.3,0,1,2,1,Low
0.16,0.094,1,1,1,0.08,0.056,1,1,0.02,1,0,1,2,0.2,0,0,2,0,Low
0.24,0.06,0,0,0,0.06,0.073,2,1,0.01,1,2,0,2,0.5,0,2,1,1,Low
0.05,0.069,2,2,1,0.08,0.077,2,0,0.02,1,0,1,0,0.2,0,0,2,0,Low
0.23,0.062,0,0,1,0.07,0.067,1,1,0.01,1,2,1,0,0.4,0,2,1,0,Low
0.17,0.08,2,2,0,0.06,0.081,2,1,0.01,2,0,1,1,0.1,0,0,0,1,Low
0.22,0.082,0,1,0,0.09,0.066,2,1,0.01,1,0,0,0,0.3,0,1,1,1,Low
0.22,0.077,1,1,0,0.1,0.066,2,1,0.02,1,2,1,2,0.3,0,0,1,1,Low
0.17,0.081,1,2,1,0.09,0.077,2,1,0.03,1,2,1,1,0.4,0,0,0,1,Low
0.19,0.062,0,2,0,0.07,0.082,1,1,0.0,1,1,0,1,0.5,1,2,2,1,Low
0.17,0.067,1,1,1,0.07,0.062,2,1,0.0,1,2,1,2,0.4,0,1,1,0,Low
0.18,0.068,1,2,0,0.08,0.091,0,1,0.01,1,0,0,1,0.3,0,2,2,0,Low
0.18,0.062,2,0,1,0.06,0.089,2,1,0.0,0,0,0,2,0.3,0,2,2,0,Low
0.12,0.075,2,0,1,0.06,0.098,2,1,0.02,1,2,1,1,0.2,0,0,0,1,Low
0.22,0.063,0,2,0,0.07,0.093,0,1,0.0,2,2,0,1,0.2,0,1,0,1,Low
0.14,0.069,1,0,0,0.08,0.062,0,1,0.01,2,0,0,1,0.2,0,1,2,1,Low
0.09,0.07,0,2,0,0.05,0.081,2,1,0.01,0,0,0,1,0.4,0,2,2,0,Low
0.2,0.066,2,2,0,0.06,0.09,0,1,0.0,2,2,1,1,0.1,0,0,2,0,Low
0.24,0.073,1,2,1,0.09,0.071,0,1,0.0,1,2,1,1,0.3,0,1,1,1,Low
0.17,0.077,2,2,1,0.08,0.069,1,1,0.03,0,2,1,1,0.3,1,1,2,1,Low
0.16,0.066,1,0,1,0.07,0.099,2,1,0.01,1,2,1,2,0.3,0,0,2,0,Low
0.14,0.086,1,1,1,0.08,0.09,1,1,0.0,1,2,0,1,0.1,0,1,2,1,Low
0.09,0.07,0,2,0,0.08,0.082,1,0,0.02,0,0,1,0,0.2,0,1,2,0,Low
0.14,0.076,0,2,0,0.06,0.074,1,1,0.0,0,2,0,2,0.2,1,0,0,1,Low
0.19,0.069,2,2,1,0.07,0.082,1,0,0.02,1,2,1,1,0.3,0,0,2,1,Low
0.22,0.062,1,2,0,0.08,0.06,1,0,0.0,2,0,1,2,0.2,0,0,2,1,Low
0.11,0.08,2,2,1,0.06,0.096,1,1,0.01,1,0,1,1,0.3,0,1,2,1,Low
0.16,0.075,0,1,1,0.1,0.053,0,1,0.0,1,1,1,2,0.4,0,0,2,0,Low
0.21,0.067,2,2,0,0.07,0.096,1,1,0.03,1,2,1,1,0.2,0,1,0,0,Low
0.27,0.072,2,1,0,0.04,0.068,2,0,0.0,2,0,1,0,0.3,1,0,2,1,Low
0.14,0.069,2,2,1,0.05,0.092,0,1,0.03,1,1,1,0,0.2,0,2,1,0,Low
0.19,0.065,0,0,1,0.05,0.074,2,1,0.01,1,2,0,2,0.3,0,1,2,0,Low
0.17,0.092,2,2,0,0.07,0.066,1,1,0.02,1,2,1,0,0.3,0,1,2,1,Low
0.18,0.068,2,0,0,0.07,0.069,2,1,0.01,1,0,1,1,0.4,1,1,1,0,Low
0.15,0.073,2,0,0,0.07,0.096,1,1,0.01,1,2,1,0,0.2,0,0,2,1,Low
0.22,0.08,1,1,0,0.04,0.057,1,1,0.01,1,2,1,1,0.3,0,2,1,1,Low
0.19,0.072,2,2,1,0.05,0.085,0,1,0.01,1,2,0,1,0.4,0,0,2,0,Low
0.18,0.078,0,2,0,0.07,0.067,1,0,0.0,0,2,1,0,0.3,0,0,1,1,Low
